2025-03-23 07:51:10 - INFO - [INFO] rank3 training examples: [3, 7, 11, 15] ... [319987, 319991, 319995, 319999]| example_nums:80000 | training_steps:20000
... [319984, 319988, 319992, 319996]| example_nums:80000 | training_steps:20000
2025-03-23 07:51:10 - INFO - Total parameters: 2485473280
2025-03-23 07:51:10 - INFO - Trainable parameters: 13844480
2025-03-23 07:51:10 - INFO - Embedding parameters: 525336576
2025-03-23 07:51:10 - INFO - non-Embedding parameters: 1960136704
2025-03-23 07:51:10 - INFO - Embedding parameters percentage: 21.14%
2025-03-23 07:51:10 - INFO - Trainable parameters percentage: 0.56%
2025-03-23 07:52:59 - INFO - {'run_time(hours)': 0.028704567617840238, 'total_steps': 20000, 'steps': 100.0, 'training_loss': {'ae_loss': 0.98046875, 'lm_loss': 2.328125}, 'learning_rate': 3.322333333333335e-05}
2025-03-23 11:23:47 - INFO - {'run_time(hours)': 3.5418977837430106, 'total_steps': 20000, 'steps': 11800.0, 'training_loss': {'ae_loss': 0.0279541015625, 'lm_loss': 2.09375}, 'learning_rate': 0.0001}
2025-03-23 11:25:40 - INFO - {'run_time(hours)': 3.5732552830378213, 'total_steps': 20000, 'steps': 11900.0, 'training_loss': {'ae_loss': 0.022216796875, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-03-23 11:27:28 - INFO - {'run_time(hours)': 3.603319598635038, 'total_steps': 20000, 'steps': 12000.0, 'training_loss': {'ae_loss': 0.0250244140625, 'lm_loss': 3.03125}, 'learning_rate': 0.0001}
2025-03-23 11:29:15 - INFO - {'run_time(hours)': 3.6332076175345316, 'total_steps': 20000, 'steps': 12100.0, 'training_loss': {'ae_loss': 0.005035400390625, 'lm_loss': 2.21875}, 'learning_rate': 0.0001}
2025-03-23 11:31:02 - INFO - {'run_time(hours)': 3.6627760089768304, 'total_steps': 20000, 'steps': 12200.0, 'training_loss': {'ae_loss': 0.03466796875, 'lm_loss': 2.3125}, 'learning_rate': 0.0001}
2025-03-23 11:32:50 - INFO - {'run_time(hours)': 3.692704370684094, 'total_steps': 20000, 'steps': 12300.0, 'training_loss': {'ae_loss': 0.00982666015625, 'lm_loss': 2.671875}, 'learning_rate': 0.0001}
2025-03-23 11:34:37 - INFO - {'run_time(hours)': 3.7225641464524797, 'total_steps': 20000, 'steps': 12400.0, 'training_loss': {'ae_loss': 0.006622314453125, 'lm_loss': 2.375}, 'learning_rate': 0.0001}
2025-03-23 11:36:25 - INFO - {'run_time(hours)': 3.7525290576616923, 'total_steps': 20000, 'steps': 12500.0, 'training_loss': {'ae_loss': 0.021728515625, 'lm_loss': 2.875}, 'learning_rate': 0.0001}
2025-03-23 11:38:14 - INFO - {'run_time(hours)': 3.782741612460878, 'total_steps': 20000, 'steps': 12600.0, 'training_loss': {'ae_loss': 0.00311279296875, 'lm_loss': 2.484375}, 'learning_rate': 0.0001}
2025-03-23 11:40:02 - INFO - {'run_time(hours)': 3.8128371347321406, 'total_steps': 20000, 'steps': 12700.0, 'training_loss': {'ae_loss': 0.0184326171875, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-03-23 11:41:50 - INFO - {'run_time(hours)': 3.842782395217154, 'total_steps': 20000, 'steps': 12800.0, 'training_loss': {'ae_loss': 0.038818359375, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-03-23 11:43:37 - INFO - {'run_time(hours)': 3.872441711558236, 'total_steps': 20000, 'steps': 12900.0, 'training_loss': {'ae_loss': 0.007049560546875, 'lm_loss': 2.9375}, 'learning_rate': 0.0001}
2025-03-23 11:45:28 - INFO - {'run_time(hours)': 3.9032726219627594, 'total_steps': 20000, 'steps': 13000.0, 'training_loss': {'ae_loss': 0.0181884765625, 'lm_loss': 3.78125}, 'learning_rate': 0.0001}
2025-03-23 11:47:15 - INFO - {'run_time(hours)': 3.933190492656496, 'total_steps': 20000, 'steps': 13100.0, 'training_loss': {'ae_loss': 0.015869140625, 'lm_loss': 1.5703125}, 'learning_rate': 0.0001}
2025-03-23 11:49:06 - INFO - {'run_time(hours)': 3.9639955749114355, 'total_steps': 20000, 'steps': 13200.0, 'training_loss': {'ae_loss': 0.05615234375, 'lm_loss': 3.28125}, 'learning_rate': 0.0001}
2025-03-23 11:50:52 - INFO - {'run_time(hours)': 3.99346390499009, 'total_steps': 20000, 'steps': 13300.0, 'training_loss': {'ae_loss': 0.0169677734375, 'lm_loss': 3.390625}, 'learning_rate': 0.0001}
2025-03-23 11:52:40 - INFO - {'run_time(hours)': 4.0233787204821905, 'total_steps': 20000, 'steps': 13400.0, 'training_loss': {'ae_loss': 0.0244140625, 'lm_loss': 3.03125}, 'learning_rate': 0.0001}
2025-03-23 11:54:28 - INFO - {'run_time(hours)': 4.053486016988754, 'total_steps': 20000, 'steps': 13500.0, 'training_loss': {'ae_loss': 0.0225830078125, 'lm_loss': 3.5625}, 'learning_rate': 0.0001}
2025-03-23 11:56:17 - INFO - {'run_time(hours)': 4.083537949654791, 'total_steps': 20000, 'steps': 13600.0, 'training_loss': {'ae_loss': 0.0057373046875, 'lm_loss': 2.40625}, 'learning_rate': 0.0001}
2025-03-23 11:58:04 - INFO - {'run_time(hours)': 4.113340307606591, 'total_steps': 20000, 'steps': 13700.0, 'training_loss': {'ae_loss': 0.0086669921875, 'lm_loss': 2.0625}, 'learning_rate': 0.0001}
2025-03-23 11:59:52 - INFO - {'run_time(hours)': 4.1433445723851525, 'total_steps': 20000, 'steps': 13800.0, 'training_loss': {'ae_loss': 0.0130615234375, 'lm_loss': 3.125}, 'learning_rate': 0.0001}
2025-03-23 12:01:41 - INFO - {'run_time(hours)': 4.1735725235939025, 'total_steps': 20000, 'steps': 13900.0, 'training_loss': {'ae_loss': 0.01165771484375, 'lm_loss': 2.140625}, 'learning_rate': 0.0001}
2025-03-23 12:03:30 - INFO - {'run_time(hours)': 4.203812243541082, 'total_steps': 20000, 'steps': 14000.0, 'training_loss': {'ae_loss': 0.00830078125, 'lm_loss': 3.140625}, 'learning_rate': 0.0001}
2025-03-23 12:05:20 - INFO - {'run_time(hours)': 4.234415063593123, 'total_steps': 20000, 'steps': 14100.0, 'training_loss': {'ae_loss': 0.00848388671875, 'lm_loss': 1.5859375}, 'learning_rate': 0.0001}
2025-03-23 12:07:08 - INFO - {'run_time(hours)': 4.264557428624895, 'total_steps': 20000, 'steps': 14200.0, 'training_loss': {'ae_loss': 0.0262451171875, 'lm_loss': 2.40625}, 'learning_rate': 0.0001}
2025-03-23 12:08:57 - INFO - {'run_time(hours)': 4.2946060195896365, 'total_steps': 20000, 'steps': 14300.0, 'training_loss': {'ae_loss': 0.0157470703125, 'lm_loss': 1.4375}, 'learning_rate': 0.0001}
2025-03-23 12:10:43 - INFO - {'run_time(hours)': 4.324243990977605, 'total_steps': 20000, 'steps': 14400.0, 'training_loss': {'ae_loss': 0.048095703125, 'lm_loss': 2.015625}, 'learning_rate': 0.0001}
2025-03-23 12:12:31 - INFO - {'run_time(hours)': 4.354078223903974, 'total_steps': 20000, 'steps': 14500.0, 'training_loss': {'ae_loss': 0.022216796875, 'lm_loss': 2.328125}, 'learning_rate': 0.0001}
2025-03-23 12:14:18 - INFO - {'run_time(hours)': 4.383998018701871, 'total_steps': 20000, 'steps': 14600.0, 'training_loss': {'ae_loss': 0.0322265625, 'lm_loss': 2.515625}, 'learning_rate': 0.0001}
2025-03-23 12:16:06 - INFO - {'run_time(hours)': 4.413976640370157, 'total_steps': 20000, 'steps': 14700.0, 'training_loss': {'ae_loss': 0.00921630859375, 'lm_loss': 3.0}, 'learning_rate': 0.0001}
2025-03-23 12:17:54 - INFO - {'run_time(hours)': 4.444042040440771, 'total_steps': 20000, 'steps': 14800.0, 'training_loss': {'ae_loss': 0.0074462890625, 'lm_loss': 3.015625}, 'learning_rate': 0.0001}
2025-03-23 12:19:43 - INFO - {'run_time(hours)': 4.474093566007085, 'total_steps': 20000, 'steps': 14900.0, 'training_loss': {'ae_loss': 0.0038909912109375, 'lm_loss': 2.1875}, 'learning_rate': 0.0001}
2025-03-23 12:21:32 - INFO - {'run_time(hours)': 4.5045621422926585, 'total_steps': 20000, 'steps': 15000.0, 'training_loss': {'ae_loss': 0.006805419921875, 'lm_loss': 0.8671875}, 'learning_rate': 0.0001}
2025-03-23 12:23:20 - INFO - {'run_time(hours)': 4.5344980686903, 'total_steps': 20000, 'steps': 15100.0, 'training_loss': {'ae_loss': 0.00360107421875, 'lm_loss': 2.234375}, 'learning_rate': 0.0001}
2025-03-23 12:25:07 - INFO - {'run_time(hours)': 4.564218319058418, 'total_steps': 20000, 'steps': 15200.0, 'training_loss': {'ae_loss': 0.05029296875, 'lm_loss': 1.3671875}, 'learning_rate': 0.0001}
2025-03-23 12:27:02 - INFO - {'run_time(hours)': 4.596158693234126, 'total_steps': 20000, 'steps': 15300.0, 'training_loss': {'ae_loss': 0.01153564453125, 'lm_loss': 2.546875}, 'learning_rate': 0.0001}
2025-03-23 12:28:55 - INFO - {'run_time(hours)': 4.627538529303338, 'total_steps': 20000, 'steps': 15400.0, 'training_loss': {'ae_loss': 0.0033721923828125, 'lm_loss': 2.453125}, 'learning_rate': 0.0001}
2025-03-23 12:30:49 - INFO - {'run_time(hours)': 4.659217466579543, 'total_steps': 20000, 'steps': 15500.0, 'training_loss': {'ae_loss': 0.00836181640625, 'lm_loss': 2.890625}, 'learning_rate': 0.0001}
2025-03-23 12:32:43 - INFO - {'run_time(hours)': 4.690960131618712, 'total_steps': 20000, 'steps': 15600.0, 'training_loss': {'ae_loss': 0.00482177734375, 'lm_loss': 3.34375}, 'learning_rate': 0.0001}
2025-03-23 12:34:36 - INFO - {'run_time(hours)': 4.722373068398899, 'total_steps': 20000, 'steps': 15700.0, 'training_loss': {'ae_loss': 0.01446533203125, 'lm_loss': 2.296875}, 'learning_rate': 0.0001}
2025-03-23 12:36:27 - INFO - {'run_time(hours)': 4.753147435983022, 'total_steps': 20000, 'steps': 15800.0, 'training_loss': {'ae_loss': 0.019287109375, 'lm_loss': 2.390625}, 'learning_rate': 0.0001}
2025-03-23 12:38:22 - INFO - {'run_time(hours)': 4.7850867211156425, 'total_steps': 20000, 'steps': 15900.0, 'training_loss': {'ae_loss': 0.00885009765625, 'lm_loss': 2.9375}, 'learning_rate': 0.0001}
2025-03-23 12:40:19 - INFO - {'run_time(hours)': 4.817428716487354, 'total_steps': 20000, 'steps': 16000.0, 'training_loss': {'ae_loss': 0.031005859375, 'lm_loss': 1.2265625}, 'learning_rate': 0.0001}
2025-03-23 12:42:10 - INFO - {'run_time(hours)': 4.848218187292417, 'total_steps': 20000, 'steps': 16100.0, 'training_loss': {'ae_loss': 0.00164794921875, 'lm_loss': 2.265625}, 'learning_rate': 0.0001}
2025-03-23 12:44:03 - INFO - {'run_time(hours)': 4.879783068034384, 'total_steps': 20000, 'steps': 16200.0, 'training_loss': {'ae_loss': 0.007476806640625, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-03-23 12:45:57 - INFO - {'run_time(hours)': 4.9113398240672215, 'total_steps': 20000, 'steps': 16300.0, 'training_loss': {'ae_loss': 0.0076904296875, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-03-23 12:47:53 - INFO - {'run_time(hours)': 4.943571632968055, 'total_steps': 20000, 'steps': 16400.0, 'training_loss': {'ae_loss': 0.0126953125, 'lm_loss': 2.40625}, 'learning_rate': 0.0001}
2025-03-23 12:49:46 - INFO - {'run_time(hours)': 4.975067296425501, 'total_steps': 20000, 'steps': 16500.0, 'training_loss': {'ae_loss': 0.005889892578125, 'lm_loss': 2.53125}, 'learning_rate': 0.0001}
2025-03-23 12:51:39 - INFO - {'run_time(hours)': 5.006389982567893, 'total_steps': 20000, 'steps': 16600.0, 'training_loss': {'ae_loss': 0.005523681640625, 'lm_loss': 3.25}, 'learning_rate': 0.0001}
2025-03-23 12:53:30 - INFO - {'run_time(hours)': 5.037298163374265, 'total_steps': 20000, 'steps': 16700.0, 'training_loss': {'ae_loss': 0.002960205078125, 'lm_loss': 2.484375}, 'learning_rate': 0.0001}
2025-03-23 12:55:21 - INFO - {'run_time(hours)': 5.067960646947225, 'total_steps': 20000, 'steps': 16800.0, 'training_loss': {'ae_loss': 0.0027923583984375, 'lm_loss': 1.9453125}, 'learning_rate': 0.0001}
2025-03-23 12:57:16 - INFO - {'run_time(hours)': 5.099908473889033, 'total_steps': 20000, 'steps': 16900.0, 'training_loss': {'ae_loss': 0.0311279296875, 'lm_loss': 1.9296875}, 'learning_rate': 0.0001}
2025-03-23 12:59:09 - INFO - {'run_time(hours)': 5.131367336379157, 'total_steps': 20000, 'steps': 17000.0, 'training_loss': {'ae_loss': 0.01007080078125, 'lm_loss': 2.203125}, 'learning_rate': 0.0001}
2025-03-23 13:01:02 - INFO - {'run_time(hours)': 5.162910332547294, 'total_steps': 20000, 'steps': 17100.0, 'training_loss': {'ae_loss': 0.006805419921875, 'lm_loss': 2.75}, 'learning_rate': 0.0001}
2025-03-23 13:02:54 - INFO - {'run_time(hours)': 5.194014847543505, 'total_steps': 20000, 'steps': 17200.0, 'training_loss': {'ae_loss': 0.00390625, 'lm_loss': 2.625}, 'learning_rate': 0.0001}
2025-03-23 13:04:49 - INFO - {'run_time(hours)': 5.225745035542382, 'total_steps': 20000, 'steps': 17300.0, 'training_loss': {'ae_loss': 0.01708984375, 'lm_loss': 2.734375}, 'learning_rate': 0.0001}
2025-03-23 13:06:43 - INFO - {'run_time(hours)': 5.257539171510272, 'total_steps': 20000, 'steps': 17400.0, 'training_loss': {'ae_loss': 0.003265380859375, 'lm_loss': 2.265625}, 'learning_rate': 0.0001}
2025-03-23 13:08:38 - INFO - {'run_time(hours)': 5.289433167046971, 'total_steps': 20000, 'steps': 17500.0, 'training_loss': {'ae_loss': 0.005096435546875, 'lm_loss': 2.34375}, 'learning_rate': 0.0001}
2025-03-23 13:10:33 - INFO - {'run_time(hours)': 5.321537804404895, 'total_steps': 20000, 'steps': 17600.0, 'training_loss': {'ae_loss': 0.00182342529296875, 'lm_loss': 2.546875}, 'learning_rate': 0.0001}
2025-03-23 13:12:26 - INFO - {'run_time(hours)': 5.3527071819040515, 'total_steps': 20000, 'steps': 17700.0, 'training_loss': {'ae_loss': 0.0028076171875, 'lm_loss': 1.8203125}, 'learning_rate': 0.0001}
2025-03-23 13:14:18 - INFO - {'run_time(hours)': 5.384009937312868, 'total_steps': 20000, 'steps': 17800.0, 'training_loss': {'ae_loss': 0.0115966796875, 'lm_loss': 2.234375}, 'learning_rate': 0.0001}
2025-03-23 13:16:13 - INFO - {'run_time(hours)': 5.415887017581198, 'total_steps': 20000, 'steps': 17900.0, 'training_loss': {'ae_loss': 0.03955078125, 'lm_loss': 2.515625}, 'learning_rate': 0.0001}
2025-03-23 13:18:06 - INFO - {'run_time(hours)': 5.44731192919943, 'total_steps': 20000, 'steps': 18000.0, 'training_loss': {'ae_loss': 0.017578125, 'lm_loss': 2.96875}, 'learning_rate': 0.0001}
2025-03-23 13:19:57 - INFO - {'run_time(hours)': 5.478076843221983, 'total_steps': 20000, 'steps': 18100.0, 'training_loss': {'ae_loss': 0.01470947265625, 'lm_loss': 2.71875}, 'learning_rate': 0.0001}
2025-03-23 13:21:48 - INFO - {'run_time(hours)': 5.50890623986721, 'total_steps': 20000, 'steps': 18200.0, 'training_loss': {'ae_loss': 0.0311279296875, 'lm_loss': 2.71875}, 'learning_rate': 0.0001}
2025-03-23 13:23:41 - INFO - {'run_time(hours)': 5.540163542429606, 'total_steps': 20000, 'steps': 18300.0, 'training_loss': {'ae_loss': 0.01324462890625, 'lm_loss': 2.453125}, 'learning_rate': 0.0001}
2025-03-23 13:25:31 - INFO - {'run_time(hours)': 5.570975996189647, 'total_steps': 20000, 'steps': 18400.0, 'training_loss': {'ae_loss': 0.0093994140625, 'lm_loss': 2.171875}, 'learning_rate': 0.0001}
2025-03-23 13:27:24 - INFO - {'run_time(hours)': 5.602275013062689, 'total_steps': 20000, 'steps': 18500.0, 'training_loss': {'ae_loss': 0.0098876953125, 'lm_loss': 2.28125}, 'learning_rate': 0.0001}
2025-03-23 13:29:17 - INFO - {'run_time(hours)': 5.633657338023186, 'total_steps': 20000, 'steps': 18600.0, 'training_loss': {'ae_loss': 0.004669189453125, 'lm_loss': 2.109375}, 'learning_rate': 0.0001}
2025-03-23 13:31:11 - INFO - {'run_time(hours)': 5.66525827354855, 'total_steps': 20000, 'steps': 18700.0, 'training_loss': {'ae_loss': 0.09130859375, 'lm_loss': 1.4765625}, 'learning_rate': 0.0001}
2025-03-23 13:33:03 - INFO - {'run_time(hours)': 5.696285232504209, 'total_steps': 20000, 'steps': 18800.0, 'training_loss': {'ae_loss': 0.0140380859375, 'lm_loss': 2.359375}, 'learning_rate': 0.0001}
2025-03-23 13:34:54 - INFO - {'run_time(hours)': 5.727220470706622, 'total_steps': 20000, 'steps': 18900.0, 'training_loss': {'ae_loss': 0.00799560546875, 'lm_loss': 1.4140625}, 'learning_rate': 0.0001}
2025-03-23 13:36:48 - INFO - {'run_time(hours)': 5.758775880667899, 'total_steps': 20000, 'steps': 19000.0, 'training_loss': {'ae_loss': 0.01092529296875, 'lm_loss': 2.75}, 'learning_rate': 0.0001}
2025-03-23 13:38:41 - INFO - {'run_time(hours)': 5.790422576533423, 'total_steps': 20000, 'steps': 19100.0, 'training_loss': {'ae_loss': 0.00775146484375, 'lm_loss': 2.578125}, 'learning_rate': 0.0001}
2025-03-23 13:40:33 - INFO - {'run_time(hours)': 5.821438252859646, 'total_steps': 20000, 'steps': 19200.0, 'training_loss': {'ae_loss': 0.015625, 'lm_loss': 2.734375}, 'learning_rate': 0.0001}
2025-03-23 13:42:25 - INFO - {'run_time(hours)': 5.852442972726292, 'total_steps': 20000, 'steps': 19300.0, 'training_loss': {'ae_loss': 0.01043701171875, 'lm_loss': 0.59765625}, 'learning_rate': 0.0001}
2025-03-23 13:44:17 - INFO - {'run_time(hours)': 5.883547595474455, 'total_steps': 20000, 'steps': 19400.0, 'training_loss': {'ae_loss': 0.005584716796875, 'lm_loss': 2.734375}, 'learning_rate': 0.0001}
2025-03-23 13:46:08 - INFO - {'run_time(hours)': 5.914465429451731, 'total_steps': 20000, 'steps': 19500.0, 'training_loss': {'ae_loss': 0.0157470703125, 'lm_loss': 3.765625}, 'learning_rate': 0.0001}
2025-03-23 13:48:02 - INFO - {'run_time(hours)': 5.946245587070783, 'total_steps': 20000, 'steps': 19600.0, 'training_loss': {'ae_loss': 0.00897216796875, 'lm_loss': 2.765625}, 'learning_rate': 0.0001}
2025-03-23 13:49:54 - INFO - {'run_time(hours)': 5.977314048608144, 'total_steps': 20000, 'steps': 19700.0, 'training_loss': {'ae_loss': 0.0086669921875, 'lm_loss': 2.265625}, 'learning_rate': 0.0001}
2025-03-23 13:51:44 - INFO - {'run_time(hours)': 6.007930027776294, 'total_steps': 20000, 'steps': 19800.0, 'training_loss': {'ae_loss': 0.004547119140625, 'lm_loss': 1.1484375}, 'learning_rate': 0.0001}
2025-03-23 13:53:38 - INFO - {'run_time(hours)': 6.0395206332869, 'total_steps': 20000, 'steps': 19900.0, 'training_loss': {'ae_loss': 0.01239013671875, 'lm_loss': 2.8125}, 'learning_rate': 0.0001}
2025-03-23 13:55:30 - INFO - {'run_time(hours)': 6.070444913042916, 'total_steps': 20000, 'steps': 20000.0, 'training_loss': {'ae_loss': 0.0024261474609375, 'lm_loss': 2.8125}, 'learning_rate': 0.0001}
